WEATHER STATES,CLEAR,RAINY,SEVERE STORMS,SNOW,BLIZZARD,CLOUDY,FOGGY
Month,Day,Sea State (0-9),Ceiling (feet),Visiblity (miles)
JAN,1,0,CLEAR
JAN,2,0,CLEAR
JAN,3,0,CLEAR
JAN,4,0,CLEAR
JAN,5,0,CLEAR
JAN,6,0,CLEAR
JAN,7,0,CLEAR
JAN,8,0,CLEAR
JAN,9,0,CLEAR
JAN,10,0,CLEAR
JAN,11,0,CLEAR
JAN,12,0,CLEAR
JAN,13,0,CLEAR
JAN,14,0,CLEAR
JAN,15,0,CLEAR
JAN,16,0,CLEAR
JAN,17,0,CLEAR
JAN,18,0,CLEAR
JAN,19,0,CLEAR
JAN,20,0,CLEAR
JAN,21,0,CLEAR
JAN,22,0,CLEAR
JAN,23,0,CLEAR
JAN,24,0,CLEAR
JAN,25,0,CLEAR
JAN,26,0,CLEAR
JAN,27,0,CLEAR
JAN,28,0,CLEAR
JAN,29,0,CLEAR
JAN,30,0,CLEAR
JAN,31,0,CLEAR
FEB,1,0,RAINY
FEB,2,0,SEVERE STORMS
FEB,3,0,SNOW
FEB,4,0,BLIZZARD
FEB,5,0,CLEAR
FEB,6,0,CLEAR
FEB,7,0,CLEAR
FEB,8,0,CLEAR
FEB,9,0,CLEAR
FEB,10,0,CLEAR
FEB,11,0,CLEAR
FEB,12,0,CLEAR
FEB,13,0,CLEAR
FEB,14,0,CLEAR
FEB,15,0,CLEAR
FEB,16,0,CLEAR
FEB,17,0,CLEAR
FEB,18,0,CLEAR
FEB,19,0,CLEAR
FEB,20,0,CLEAR
FEB,21,0,CLEAR
FEB,22,0,CLEAR
FEB,23,0,CLEAR
FEB,24,0,CLEAR
FEB,25,0,CLEAR
FEB,26,0,CLEAR
FEB,27,0,CLEAR
FEB,28,0,CLEAR
MAR,1,0,CLEAR
MAR,2,0,CLEAR
MAR,3,0,CLEAR
MAR,4,0,CLEAR
MAR,5,0,CLEAR
MAR,6,0,CLEAR
MAR,7,0,CLEAR
MAR,8,0,CLEAR
MAR,9,0,CLEAR
MAR,10,0,CLEAR
MAR,11,0,CLEAR
MAR,12,0,CLEAR
MAR,13,0,CLEAR
MAR,14,0,CLEAR
MAR,15,0,CLEAR
MAR,16,0,CLEAR
MAR,17,0,CLEAR
MAR,18,0,CLEAR
MAR,19,0,CLEAR
MAR,20,0,CLEAR
MAR,21,0,CLEAR
MAR,22,0,CLEAR
MAR,23,0,CLEAR
MAR,24,0,CLEAR
MAR,25,0,CLEAR
MAR,26,0,CLEAR
MAR,27,0,CLEAR
MAR,28,0,CLEAR
MAR,29,0,CLEAR
MAR,30,0,CLEAR
MAR,31,0,CLEAR
APR,1,0,CLEAR
APR,2,0,CLEAR
APR,3,0,CLEAR
APR,4,0,CLEAR
APR,5,0,CLEAR
APR,6,0,CLEAR
APR,7,0,CLEAR
APR,8,0,CLEAR
APR,9,0,CLEAR
APR,10,0,CLEAR
APR,11,0,CLEAR
APR,12,0,CLEAR
APR,13,0,CLEAR
APR,14,0,CLEAR
APR,15,0,CLEAR
APR,16,0,CLEAR
APR,17,0,CLEAR
APR,18,0,CLEAR
APR,19,0,CLEAR
APR,20,0,CLEAR
APR,21,0,CLEAR
APR,22,0,CLEAR
APR,23,0,CLEAR
APR,24,0,CLEAR
APR,25,0,CLEAR
APR,26,0,CLEAR
APR,27,0,CLEAR
APR,28,0,CLEAR
APR,29,0,CLEAR
APR,30,0,CLEAR
MAY,1,0,CLEAR
MAY,2,0,CLEAR
MAY,3,0,CLEAR
MAY,4,0,CLEAR
MAY,5,0,CLEAR
MAY,6,0,CLEAR
MAY,7,0,CLEAR
MAY,8,0,CLEAR
MAY,9,0,CLEAR
MAY,10,0,CLEAR
MAY,11,0,CLEAR
MAY,12,0,CLEAR
MAY,13,0,CLEAR
MAY,14,0,CLEAR
MAY,15,0,CLEAR
MAY,16,0,CLEAR
MAY,17,0,CLEAR
MAY,18,0,CLEAR
MAY,19,0,CLEAR
MAY,20,0,CLEAR
MAY,21,0,CLEAR
MAY,22,0,CLEAR
MAY,23,0,CLEAR
MAY,24,0,CLEAR
MAY,25,0,CLEAR
MAY,26,0,CLEAR
MAY,27,0,CLEAR
MAY,28,0,CLEAR
MAY,29,0,CLEAR
MAY,30,0,CLEAR
MAY,31,0,CLEAR
JUN,1,0,CLEAR
JUN,2,0,CLEAR
JUN,3,0,CLEAR
JUN,4,0,CLEAR
JUN,5,0,CLEAR
JUN,6,0,CLEAR
JUN,7,0,CLEAR
JUN,8,0,CLEAR
JUN,9,0,CLEAR
JUN,10,0,CLEAR
JUN,11,0,CLEAR
JUN,12,0,CLEAR
JUN,13,0,CLEAR
JUN,14,0,CLEAR
JUN,15,0,CLEAR
JUN,16,0,CLEAR
JUN,17,0,CLEAR
JUN,18,0,CLEAR
JUN,19,0,CLEAR
