WEATHER STATES,"CLEAR","RAINY","SEVERE STORMS","SNOW","BLIZZARD","CLOUDY","FOGGY"
Month,Day,Sea State (0-9),Ceiling (feet),Visiblity (miles)
JAN,1,0,CLEAR
JAN,2,0,CLEAR
JAN,3,0,CLEAR
JAN,4,1,CLEAR
JAN,5,1,CLEAR
JAN,6,5,CLEAR
JAN,7,3,CLEAR
JAN,8,1,CLEAR
JAN,9,0,CLEAR
JAN,10,0,CLEAR
JAN,11,0,CLEAR
JAN,12,1,CLEAR
JAN,13,1,CLEAR
JAN,14,5,CLEAR
JAN,15,3,CLEAR
JAN,16,1,CLEAR
JAN,17,0,CLEAR
JAN,18,0,CLEAR
JAN,19,0,CLEAR
JAN,20,1,CLEAR
JAN,21,1,CLEAR
JAN,22,5,CLEAR
JAN,23,3,CLEAR
JAN,24,1,CLEAR
JAN,25,0,CLEAR
JAN,26,0,CLEAR
JAN,27,0,CLEAR
JAN,28,1,CLEAR
JAN,29,1,CLEAR
JAN,30,5,CLEAR
JAN,31,3,CLEAR
FEB,1,0,RAINY
FEB,2,1,SEVERE STORMS
FEB,3,2,SNOW
FEB,4,3,BLIZZARD
FEB,5,4,CLEAR
FEB,6,5,CLEAR
FEB,7,5,CLEAR
FEB,8,3,CLEAR
FEB,9,1,CLEAR
FEB,10,0,CLEAR
FEB,11,0,CLEAR
FEB,12,0,CLEAR
FEB,13,1,CLEAR
FEB,14,1,CLEAR
FEB,15,5,CLEAR
FEB,16,3,CLEAR
FEB,17,1,CLEAR
FEB,18,0,CLEAR
FEB,19,0,CLEAR
FEB,20,0,CLEAR
FEB,21,1,CLEAR
FEB,22,1,CLEAR
FEB,23,5,CLEAR
FEB,24,3,CLEAR
FEB,25,1,CLEAR
FEB,26,0,CLEAR
FEB,27,0,CLEAR
FEB,28,0,CLEAR
MAR,1,1,CLEAR
MAR,2,1,CLEAR
MAR,3,5,CLEAR
MAR,4,3,CLEAR
MAR,5,1,CLEAR
MAR,6,0,CLEAR
MAR,7,0,CLEAR
MAR,8,0,CLEAR
MAR,9,1,CLEAR
MAR,10,1,CLEAR
MAR,11,5,CLEAR
MAR,12,3,CLEAR
MAR,13,1,CLEAR
MAR,14,0,CLEAR
MAR,15,0,CLEAR
MAR,16,0,CLEAR
MAR,17,1,CLEAR
MAR,18,1,CLEAR
MAR,19,5,CLEAR
MAR,20,3,CLEAR
MAR,21,1,CLEAR
MAR,22,0,CLEAR
MAR,23,0,CLEAR
MAR,24,0,CLEAR
MAR,25,1,CLEAR
MAR,26,1,CLEAR
MAR,27,5,CLEAR
MAR,28,3,CLEAR
MAR,29,1,CLEAR
MAR,30,0,CLEAR
MAR,31,0,CLEAR
APR,1,0,CLEAR
APR,2,1,CLEAR
APR,3,1,CLEAR
APR,4,5,CLEAR
APR,5,3,CLEAR
APR,6,1,CLEAR
APR,7,0,CLEAR
APR,8,0,CLEAR
APR,9,0,CLEAR
APR,10,1,CLEAR
APR,11,1,CLEAR
APR,12,5,CLEAR
APR,13,3,CLEAR
APR,14,1,CLEAR
APR,15,0,CLEAR
APR,16,0,CLEAR
APR,17,0,CLEAR
APR,18,1,CLEAR
APR,19,1,CLEAR
APR,20,5,CLEAR
APR,21,3,CLEAR
APR,22,1,CLEAR
APR,23,0,CLEAR
APR,24,0,CLEAR
APR,25,0,CLEAR
APR,26,1,CLEAR
APR,27,1,CLEAR
APR,28,5,CLEAR
APR,29,3,CLEAR
APR,30,1,CLEAR
MAY,1,0,CLEAR
MAY,2,0,CLEAR
MAY,3,0,CLEAR
MAY,4,1,CLEAR
MAY,5,1,CLEAR
MAY,6,5,CLEAR
MAY,7,3,CLEAR
MAY,8,1,CLEAR
MAY,9,0,CLEAR
MAY,10,0,CLEAR
MAY,11,0,CLEAR
MAY,12,1,CLEAR
MAY,13,1,CLEAR
MAY,14,5,CLEAR
MAY,15,3,CLEAR
MAY,16,1,CLEAR
MAY,17,0,CLEAR
MAY,18,0,CLEAR
MAY,19,0,CLEAR
MAY,20,1,CLEAR
MAY,21,1,CLEAR
MAY,22,5,CLEAR
MAY,23,3,CLEAR
MAY,24,1,CLEAR
MAY,25,0,CLEAR
MAY,26,0,CLEAR
MAY,27,0,CLEAR
MAY,28,1,CLEAR
MAY,29,1,CLEAR
MAY,30,5,CLEAR
MAY,31,3,CLEAR
JUN,1,1,CLEAR
JUN,2,0,CLEAR
JUN,3,0,CLEAR
JUN,4,0,CLEAR
JUN,5,1,CLEAR
JUN,6,1,CLEAR
JUN,7,5,CLEAR
JUN,8,3,CLEAR
JUN,9,1,CLEAR
JUN,10,0,CLEAR
JUN,11,0,CLEAR
JUN,12,0,CLEAR
JUN,13,1,CLEAR
JUN,14,1,CLEAR
JUN,15,5,CLEAR
JUN,16,3,CLEAR
JUN,17,1,CLEAR
JUN,18,0,CLEAR
JUN,19,0,CLEAR
